Date,Open,High,Low,Close,Adj Close,Volume,perc_return
5/18/2020,65.970001,66.889999,63.619999,64.139999,61.179588,12951400,2.84%
5/25/2020,64.660004,72,64.309998,67.919998,64.785118,15425200,5.89%
6/1/2020,68.300003,78.379997,68.010002,76.07,72.55896,11958800,12.00%
6/8/2020,78.300003,78.309998,71.860001,74.449997,71.013725,13243100,-2.13%
6/15/2020,72.589996,77.349998,72.459999,75.989998,72.482651,15710100,2.07%
6/22/2020,75.709999,76.540001,70.290001,70.739998,67.47496,14071400,-6.91%
6/29/2020,71.160004,73.699997,70.620003,72.25,68.915276,6825500,2.13%
7/6/2020,73.389999,73.809998,70.379997,72.82,69.458969,16959300,0.79%
7/13/2020,73.510002,76.32,72.300003,74.599998,71.156799,15372700,2.44%
7/20/2020,74.379997,75.900002,73.339996,73.730003,70.326965,11990300,-1.17%
7/27/2020,73.5,75.43,72.440002,73.279999,69.897736,19977500,-0.61%
8/3/2020,73.5,75.330002,72.970001,75.25,72.79985,19994400,2.69%
8/10/2020,75.25,78.760002,75.129997,78.029999,75.489319,18617400,3.69%
8/17/2020,77.989998,78.300003,75.449997,75.480003,73.022354,9176900,-3.27%
8/24/2020,75.889999,84.43,75.839996,82.830002,80.133041,14148400,9.74%
8/31/2020,82.589996,83.150002,80.709999,81.370003,78.720573,11172800,-1.76%
9/7/2020,80.599998,81.360001,79.25,80.510002,77.88858,6692000,-1.06%
9/14/2020,80.860001,81.870003,80,80.230003,77.617699,9346400,-0.35%
9/21/2020,78.870003,79.970001,76.739998,77.980003,75.440964,7321300,-2.80%
9/28/2020,79.080002,79.93,75.919998,77.400002,74.879845,13375900,-0.74%
10/5/2020,77.889999,82.75,77.669998,81.779999,79.117226,17132500,5.66%
10/12/2020,81.849998,82.199997,79.510002,80.989998,78.352951,11174600,-0.97%
10/19/2020,80.989998,84.610001,79.489998,84.089996,81.352013,16971700,3.83%
10/26/2020,83.540001,83.75,78.699997,79.330002,76.746994,25380100,-5.66%
11/2/2020,79.699997,83.279999,78.82,81.379997,79.773163,24314600,2.58%
11/9/2020,84.209999,88.489998,84.209999,87.540001,85.811539,19744800,7.57%
11/16/2020,88.610001,93.730003,88.139999,93.349998,91.506821,15808800,6.64%
11/23/2020,94.220001,98.050003,94.019997,96.769997,94.859283,10065800,3.66%
11/30/2020,96.169998,98.620003,93.330002,98.050003,96.114021,11821900,1.32%
12/7/2020,97.75,98.5,96.690002,97.139999,95.221985,8647900,-0.93%
12/14/2020,97.739998,98.050003,96.059998,96.440002,94.535805,14214900,-0.72%
12/21/2020,95.230003,97.550003,94.760002,97.25,95.329819,5008200,0.84%
12/28/2020,97.580002,98,96.330002,96.779999,94.869087,4267900,-0.48%
1/4/2021,97.010002,99.980003,95.68,99.860001,97.888283,13580100,3.18%
1/11/2021,99.150002,100.699997,98.900002,100.629997,98.643066,14083400,0.77%
1/18/2021,100.599998,102.379997,97.239998,97.599998,95.672905,14335500,-3.01%
1/25/2021,97.629997,98.650002,94.900002,95.120003,93.241875,18327500,-2.54%
2/1/2021,95.910004,98.25,95.160004,97.839996,96.955467,15062700,2.86%
2/8/2021,98.080002,98.339996,96.669998,97.599998,96.717644,14554100,-0.25%
2/15/2021,97.910004,101.339996,97.43,101.25,100.334648,10944900,3.74%
2/22/2021,101.25,108.57,101.160004,103.980003,103.03997,15958100,2.70%
3/1/2021,105.330002,108.599998,104.279999,108.110001,107.132629,14858500,3.97%
3/8/2021,108.5,110.790001,107.82,110.209999,109.213638,9259100,1.94%
3/15/2021,110.349998,112.690002,108.860001,111.580002,110.571259,15347600,1.24%
3/22/2021,111.040001,113.220001,109.629997,112.959999,111.938782,7582400,1.24%
3/29/2021,112.580002,113.5,111.75,113,111.978416,8200000,0.04%
4/5/2021,113.5,115.480003,112.900002,114.889999,113.851334,15760400,1.67%
4/12/2021,115,115.839996,113.519997,114.82,113.781967,15660700,-0.06%
4/19/2021,114.809998,116.019997,112.339996,116.010002,114.961212,9515400,1.04%
4/26/2021,116.040001,117.910004,115.550003,116.010002,114.961212,19449800,0.00%
5/3/2021,116.199997,117.980003,114.879997,117.839996,117.839996,18149800,1.58%
5/10/2021,118,120.809998,116.389999,120.650002,120.650002,14712800,2.38%
5/17/2021,120.129997,124.599998,120.089996,123.919998,123.919998,8365400,2.71%
5/24/2021,124.379997,127.489998,122.510002,126.830002,126.830002,9807700,2.35%
5/31/2021,127.290001,129.139999,126.040001,128,128,8885200,0.92%
