Date,Open,High,Low,Close,Adj Close,Volume,perc_return
7/29/2019,104.650002,105.269997,101.139999,102.199997,94.849098,13380900,-2.45%
8/5/2019,100.470001,102.470001,99.529999,101.080002,93.809662,10422700,-1.10%
8/12/2019,100.459999,101.239998,98.129997,99.739998,92.566032,11014400,-1.33%
8/19/2019,100.690002,100.75,97.300003,97.599998,90.579956,10751200,-2.15%
8/26/2019,98.599998,100.110001,97.470001,99.580002,92.417557,9135500,2.03%
9/2/2019,99.400002,101.129997,98.449997,100.940002,93.679726,7253100,1.37%
9/9/2019,101.239998,105.550003,100.620003,105.25,97.679726,24373400,4.27%
9/16/2019,104.5,108.160004,104.220001,107.959999,100.194801,19975100,2.57%
9/23/2019,107.540001,107.900002,106.540001,107.449997,99.721489,9411500,-0.47%
9/30/2019,107.400002,108.25,104.050003,105.849998,98.236565,15336500,-1.49%
10/7/2019,105.599998,107.18,104.419998,106.330002,98.682053,11168900,0.45%
10/14/2019,106.809998,107.629997,106.190002,106.949997,99.257446,13378400,0.58%
10/21/2019,107.089996,108.160004,105.470001,106.019997,98.394333,18790700,-0.87%
10/28/2019,106.25,106.919998,105.5,106.650002,99.957458,13323100,0.59%
11/4/2019,107.150002,108.779999,106.989998,108.440002,101.635124,11441800,1.68%
11/11/2019,108.209999,108.849998,107.730003,108.809998,101.981903,7801800,0.34%
11/18/2019,108.440002,109.419998,108.440002,109.25,102.394295,9850700,0.40%
11/25/2019,109.239998,109.68,108.18,108.730003,101.906929,10000000,-0.48%
12/2/2019,108.660004,108.760002,103.349998,104.989998,98.401619,17185100,-3.44%
12/9/2019,104.75,105.150002,103.5,104.839996,98.261032,11399200,-0.14%
12/16/2019,105.199997,105.300003,103.540001,104.410004,97.858017,16496100,-0.41%
12/23/2019,104.400002,104.5,103.129997,103.470001,96.977013,3059400,-0.90%
12/30/2019,103.5,103.639999,102.459999,103.169998,96.695831,7266600,-0.29%
1/6/2020,102.739998,104.849998,102.690002,104.300003,97.754913,13234700,1.10%
1/13/2020,104.57,106.75,103.949997,106.550003,99.863731,19500000,2.16%
1/20/2020,106.599998,107.309998,105.529999,105.769997,99.132668,21522800,-0.73%
1/27/2020,104.559998,106.220001,104.400002,104.580002,98.985901,19313100,-1.13%
2/3/2020,104.800003,107.629997,104.739998,107.239998,101.503616,12425000,2.54%
2/10/2020,106.910004,108.550003,106.910004,108.300003,102.50692,13243600,0.99%
2/17/2020,107.660004,109.419998,107.370003,109.209999,103.36824,15960000,0.84%
2/24/2020,107,108.370003,98.540001,99.82,94.480522,22712000,-8.60%
3/2/2020,99.480003,103.400002,96.860001,97.5,92.284622,27989800,-2.32%
3/9/2020,92,94.019997,77.339996,90.32,85.488678,46212900,-7.36%
3/16/2020,78,92.400002,77.550003,78.5,74.300941,41239800,-13.09%
3/23/2020,77.5,89.18,72,82.540001,78.124855,33774500,5.15%
3/30/2020,83.290001,87.769997,80.510002,82.080002,77.689453,22019100,-0.56%
4/6/2020,85.239998,89.75,84.419998,88.25,83.529411,25974000,7.52%
4/13/2020,88.459999,88.699997,83.169998,87.470001,82.791145,33864000,-0.88%
4/20/2020,85.919998,88.040001,81.510002,83.199997,78.749527,30470300,-4.88%
4/27/2020,83.699997,88.510002,82.959999,84.480003,81.005936,28226600,1.54%
